dataset,image_number,image_name,bndbox,labels,img_shape
Porosity,1624,h46-2.jpg,"[[1620, 132, 1641, 152]]",[1],"['2585', '408']"
Porosity,1329,h174-3.jpg,[],[],"['2808', '440']"
Porosity,801,6054-003267-1.jpg,"[[1814, 373, 1847, 404]]",[1],"['2611', '1400']"
Porosity,1732,h80-3.jpg,"[[321, 193, 384, 209], [869, 164, 1190, 185], [1483, 160, 1685, 179], [2072, 164, 2185, 190], [1870, 164, 2037, 183]]","[2, 2, 2, 2, 2]","['2293', '483']"
Others,13,6054-001417-1.jpg,"[[4560, 436, 5002, 478], [3678, 417, 3752, 456], [3883, 448, 4489, 482], [446, 296, 880, 338], [988, 311, 1274, 365], [1440, 329, 1822, 389]]","[2, 1, 2, 2, 2, 2]","['5059', '1436']"
Porosity,1470,h219-1.jpg,"[[1044, 236, 1065, 254]]",[1],"['2964', '389']"
Porosity,1347,h180-3.jpg,"[[909, 276, 965, 324]]",[1],"['2195', '645']"
Porosity,1816,s108-2.jpg,"[[1262, 230, 1314, 258]]",[2],"['2726', '535']"
Porosity,873,6054-008668-1.jpg,"[[924, 224, 952, 257]]",[1],"['2999', '823']"
Porosity,1665,h60-2.jpg,"[[741, 33, 780, 63]]",[1],"['2852', '404']"
Porosity,981,6054-023455-1.jpg,"[[1050, 236, 1078, 254]]",[1],"['1414', '800']"
Slag,2253,s35-2.jpg,"[[81, 216, 389, 269], [312, 303, 443, 334], [551, 299, 583, 329], [782, 290, 847, 339], [547, 213, 740, 261], [836, 210, 978, 245], [1083, 203, 1235, 239], [1349, 200, 1494, 234], [1421, 251, 1696, 306]]","[2, 2, 1, 1, 2, 2, 2, 2, 2]","['2233', '603']"
Porosity,2010,s56-3.jpg,"[[333, 213, 364, 238]]",[1],"['1414', '472']"
Porosity,972,6054-022473-2.jpg,"[[462, 159, 591, 181]]",[2],"['1959', '675']"
Porosity,1776,h94-2.jpg,"[[1292, 197, 1315, 222], [1392, 205, 1420, 228]]","[1, 1]","['2356', '387']"
Slag,2268,s7-3.jpg,"[[2384, 231, 2465, 257], [2480, 235, 2560, 259], [1663, 222, 1857, 267], [1462, 218, 1542, 239], [997, 197, 1091, 222], [360, 185, 684, 220], [828, 198, 909, 220], [152, 176, 221, 200], [253, 186, 323, 209]]","[2, 2, 2, 2, 2, 2, 2, 2, 2]","['3018', '451']"
Porosity,1543,h242-1.jpg,"[[2008, 223, 2032, 247]]",[1],"['2742', '402']"
Porosity,1971,s41-1.jpg,"[[1478, 185, 1503, 214]]",[1],"['2917', '373']"
Porosity,1330,h175-1.jpg,"[[1752, 249, 1782, 276], [277, 251, 296, 273]]","[1, 1]","['2976', '462']"
Others,579,j65-2.jpg,"[[22, 138, 113, 165], [148, 142, 417, 174], [478, 151, 660, 188], [717, 160, 778, 191], [796, 164, 848, 196], [865, 167, 1061, 197], [1233, 177, 1523, 210], [1551, 179, 1645, 211], [1699, 187, 1857, 213], [1897, 198, 2079, 220], [2101, 202, 2497, 236], [2639, 225, 2884, 266], [1076, 176, 1133, 195], [1161, 177, 1217, 202]]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","['2927', '448']"
Others,288,j136-2.jpg,"[[277, 56, 299, 75], [1042, 78, 1141, 104]]","[1, 2]","['1418', '304']"
Porosity,1284,h161-2.jpg,"[[1293, 255, 1618, 286]]",[2],"['2315', '467']"
Porosity,1805,s104-3.jpg,"[[948, 180, 994, 214]]",[1],"['2271', '477']"
Porosity,2121,s93-3.jpg,"[[413, 174, 439, 200]]",[1],"['1454', '380']"
Others,665,j95-3.jpg,"[[280, 173, 509, 207], [2480, 264, 2674, 315]]","[2, 2]","['2933', '374']"
Porosity,1283,h161-1.jpg,"[[705, 183, 1009, 200]]",[2],"['2315', '467']"
Others,296,j139-1.jpg,"[[1085, 168, 1220, 205]]",[0],"['2925', '454']"
Porosity,1957,s36-2.jpg,"[[222, 209, 248, 232]]",[1],"['2317', '490']"
Porosity,995,6054-026262-1.jpg,"[[1570, 173, 1596, 196]]",[1],"['2364', '803']"
Porosity,689,6054-000297-1.jpg,"[[3262, 413, 3311, 460]]",[1],"['5031', '1384']"
Porosity,1448,h211-2.jpg,"[[1481, 107, 1504, 131]]",[1],"['2474', '436']"
Others,286,j135-3.jpg,"[[820, 152, 907, 172]]",[2],"['1302', '367']"
Others,532,j51-2.jpg,"[[236, 228, 345, 252], [887, 208, 1154, 243], [1307, 210, 1531, 238], [2292, 210, 2390, 236], [2628, 212, 2718, 243]]","[2, 2, 2, 2, 2]","['2896', '451']"
Porosity,1378,h190-3.jpg,"[[2360, 102, 2378, 124]]",[1],"['2423', '454']"
Porosity,1031,6054-035437-1.jpg,"[[2156, 323, 2191, 355]]",[1],"['2631', '770']"
Porosity,1426,h204-3.jpg,"[[1745, 177, 1768, 196]]",[1],"['2581', '404']"
Porosity,2133,s97-3.jpg,"[[417, 189, 466, 222]]",[1],"['2623', '551']"
Porosity,1038,6054-037164-2.jpg,"[[1785, 207, 1808, 226]]",[1],"['2285', '806']"
Others,517,j46-3.jpg,"[[2595, 124, 2683, 152], [2410, 125, 2485, 147], [1828, 119, 1901, 143], [1554, 126, 1630, 143], [788, 157, 924, 186], [683, 174, 763, 195], [392, 182, 578, 200], [88, 195, 310, 233], [1907, 145, 2215, 183], [2258, 148, 2925, 190]]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","['2934', '381']"
Others,422,j18-1.jpg,"[[2237, 373, 2358, 408], [1214, 408, 1235, 426], [487, 380, 508, 400]]","[2, 1, 1]","['4886', '679']"
Others,459,j24-2.jpg,"[[2091, 224, 2219, 251], [2277, 230, 2406, 284], [2508, 286, 2598, 311]]","[2, 0, 2]","['2917', '524']"
Others,566,j61-3.jpg,"[[298, 263, 315, 290], [689, 245, 875, 276], [703, 189, 871, 217], [2619, 127, 2640, 152], [1805, 173, 1925, 200], [1947, 164, 2074, 192], [2813, 89, 2824, 101]]","[1, 2, 2, 1, 2, 2, 1]","['2878', '341']"
Porosity,1061,6054-042389-1.jpg,"[[812, 273, 835, 297], [1139, 308, 1322, 349]]","[1, 0]","['1616', '840']"
Porosity,1180,h129-3.jpg,"[[1459, 300, 1494, 329]]",[1],"['2238', '638']"
Porosity,1995,s49-2.jpg,"[[335, 269, 361, 298]]",[1],"['1685', '523']"
Porosity,784,6054-003094-A1-1.jpg,"[[2820, 466, 2861, 492], [1889, 403, 3618, 464]]","[1, 2]","['5096', '1366']"
Others,416,j179-1.jpg,"[[6, 306, 1065, 355], [1617, 315, 2021, 371]]","[2, 2]","['2669', '505']"
Others,177,j102-2.jpg,"[[1023, 177, 1137, 205]]",[2],"['2938', '449']"
Porosity,2112,s91-1.jpg,"[[1217, 282, 1244, 309]]",[1],"['1680', '527']"
Porosity,2119,s93-1.jpg,"[[413, 184, 442, 209]]",[1],"['1454', '380']"
Others,89,6054-007798-1.jpg,"[[1199, 229, 1663, 272]]",[2],"['3038', '801']"
Porosity,1320,h172-1.jpg,[],[],"['2846', '443']"
Porosity,746,6054-002717-1.jpg,"[[2011, 211, 2039, 228]]",[1],"['3035', '839']"
Others,658,j93-2.jpg,"[[548, 233, 667, 270], [733, 210, 1579, 261], [1617, 216, 1850, 251], [1880, 220, 2044, 267], [2406, 232, 2544, 294], [295, 236, 486, 262]]","[2, 2, 2, 2, 2, 2]","['2938', '551']"
Porosity,810,6054-004313-1.jpg,"[[1091, 269, 1199, 298]]",[2],"['2189', '818']"
Others,347,j158-1.jpg,"[[1556, 230, 1666, 256]]",[2],"['2551', '421']"
Porosity,1936,s26-2.jpg,"[[1695, 128, 1729, 161]]",[1],"['2921', '383']"
Others,307,j14-3.jpg,"[[1817, 249, 1892, 283], [457, 383, 486, 402], [1002, 332, 1030, 357], [1069, 295, 1555, 365], [163, 381, 353, 415], [3941, 318, 3970, 347]]","[2, 1, 1, 2, 2, 1]","['4933', '683']"
Porosity,1555,h245-3.jpg,"[[1345, 189, 1371, 220]]",[1],"['2843', '453']"
Porosity,2044,s69-2.jpg,"[[465, 122, 496, 149]]",[1],"['1802', '373']"
Porosity,749,6054-002723-2.jpg,"[[807, 433, 837, 462], [551, 482, 1168, 511], [1619, 410, 1943, 453]]","[1, 2, 2]","['2511', '1415']"
Porosity,1739,h82-2.jpg,"[[2329, 228, 2428, 249], [2637, 237, 2727, 257]]","[2, 2]","['2965', '500']"
Porosity,841,6054-006875-R1-1.jpg,"[[1621, 259, 1647, 282], [1799, 219, 1814, 237]]","[1, 1]","['3038', '817']"
Porosity,1313,h170-2.jpg,"[[2697, 216, 2885, 231]]",[2],"['2904', '516']"
Porosity,1003,6054-027669-1.jpg,"[[477, 224, 501, 242]]",[1],"['1802', '767']"
Porosity,2035,s65-2.jpg,"[[1563, 166, 1598, 195]]",[1],"['2364', '370']"
Porosity,1578,h32-1.jpg,"[[2497, 265, 2533, 296]]",[1],"['2886', '496']"
Porosity,1652,h55-3.jpg,"[[823, 142, 844, 162]]",[1],"['1249', '375']"
Others,152,6054-037169-1.jpg,"[[690, 209, 1432, 277], [185, 190, 670, 246]]","[2, 2]","['2721', '789']"
Slag,2212,s21-1.jpg,"[[1661, 310, 1797, 349]]",[2],"['2919', '521']"
Porosity,1403,h198-1.jpg,"[[1786, 242, 1826, 275]]",[1],"['2804', '504']"
Slag,2184,s11-1.jpg,"[[2571, 295, 2645, 323], [2693, 302, 2767, 326], [2267, 277, 2374, 305], [1917, 264, 2071, 292], [1790, 253, 1869, 278], [1685, 243, 1759, 273], [1347, 242, 1478, 268], [618, 219, 692, 246]]","[2, 2, 2, 2, 2, 2, 2, 2]","['2978', '472']"
Others,54,6054-003023-1.jpg,"[[2460, 225, 2532, 259], [2560, 220, 2648, 250], [1645, 286, 1878, 328], [1943, 263, 2125, 299], [2166, 252, 2337, 282], [2363, 245, 2425, 267], [1507, 301, 1588, 330], [942, 313, 989, 345], [1014, 313, 1249, 344], [183, 287, 253, 316], [275, 297, 398, 327], [423, 306, 555, 327], [620, 313, 733, 341], [772, 318, 900, 343]]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","['3051', '835']"
Porosity,1981,s44-3.jpg,"[[2077, 163, 2139, 210]]",[1],"['2562', '483']"
Porosity,1001,6054-027467-1.jpg,"[[1240, 263, 1267, 284]]",[1],"['1704', '811']"
Porosity,1791,h99-2.jpg,"[[1291, 161, 1317, 177]]",[1],"['2496', '438']"
Porosity,1305,h167-3.jpg,"[[1094, 236, 1189, 257]]",[2],"['2419', '557']"
Porosity,1601,h39-3.jpg,"[[1308, 212, 1328, 230], [1997, 169, 2017, 193], [1941, 195, 1965, 217]]","[1, 1, 1]","['3638', '610']"
Porosity,703,6054-001409-3.jpg,"[[4239, 358, 4262, 377], [2254, 340, 2271, 361], [2279, 348, 2303, 370], [815, 344, 833, 357], [830, 356, 866, 379], [893, 325, 907, 336], [1007, 339, 1032, 356], [968, 382, 989, 400]]","[1, 1, 1, 1, 1, 1, 1, 1]","['5061', '1406']"
Others,332,j153-1.jpg,"[[1609, 228, 2333, 296], [2955, 300, 2976, 325]]","[2, 1]","['2979', '514']"
Porosity,2109,s90-2.jpg,"[[595, 205, 617, 228]]",[1],"['1417', '498']"
Porosity,1545,h242-3.jpg,"[[1960, 153, 1981, 176]]",[1],"['2624', '401']"
Porosity,1444,h210-2.jpg,"[[1262, 247, 1291, 272]]",[1],"['2640', '556']"
Others,633,j85-2.jpg,"[[1709, 167, 1778, 201], [1787, 182, 1846, 229], [554, 163, 640, 199]]","[2, 2, 0]","['2731', '414']"
Porosity,1546,h24-3.jpg,"[[2145, 173, 2177, 205]]",[1],"['2920', '505']"
Porosity,1502,h228-2.jpg,"[[604, 210, 650, 250]]",[1],"['2784', '516']"
Others,234,j119-3.jpg,"[[1373, 247, 1398, 265], [1362, 276, 1391, 298], [1498, 253, 1800, 279]]","[1, 1, 2]","['2852', '484']"
Porosity,1482,h222-1.jpg,"[[203, 245, 330, 267], [382, 245, 492, 269], [561, 253, 668, 287]]","[2, 2, 2]","['2108', '402']"
Others,615,j76-2.jpg,"[[766, 177, 875, 200], [481, 174, 543, 204], [220, 322, 245, 342]]","[2, 2, 1]","['1420', '466']"
Others,581,j66-1.jpg,"[[1014, 288, 1081, 352], [1407, 260, 1519, 282], [1525, 270, 1600, 298], [1995, 271, 2063, 292]]","[0, 2, 2, 2]","['2943', '432']"
Porosity,1098,h104-3.jpg,"[[753, 171, 773, 192]]",[1],"['1325', '436']"
Porosity,1892,s136-2.jpg,"[[589, 155, 613, 180]]",[1],"['1450', '397']"
Porosity,938,6054-017690-1.jpg,"[[1984, 202, 2021, 236]]",[1],"['3048', '809']"
Porosity,1786,h97-3.jpg,"[[965, 239, 993, 270]]",[1],"['2939', '519']"
Porosity,1341,h178-3.jpg,"[[1526, 348, 1576, 397]]",[1],"['2272', '840']"
Porosity,694,6054-000448-1.jpg,"[[1405, 296, 1431, 319]]",[1],"['3047', '817']"
Porosity,2023,s61-1.jpg,"[[222, 177, 259, 193], [1078, 309, 1108, 335]]","[2, 1]","['2327', '511']"
Others,604,j7-3.jpg,"[[657, 190, 801, 208]]",[2],"['2329', '392']"
Others,192,j107-1.jpg,"[[823, 178, 1319, 206], [1490, 188, 1632, 212], [1682, 192, 1794, 216]]","[2, 2, 2]","['2801', '352']"
Porosity,992,6054-024773-1-1.jpg,"[[1060, 267, 1117, 288]]",[2],"['1466', '844']"
Porosity,1875,s131-2.jpg,"[[839, 310, 877, 346]]",[1],"['2003', '782']"
Porosity,1549,h243-3.jpg,"[[2403, 181, 2419, 195], [2497, 192, 2514, 206], [2563, 188, 2579, 204]]","[1, 1, 1]","['2626', '437']"
Porosity,925,6054-016497-2.jpg,"[[1009, 271, 1040, 300]]",[1],"['2739', '825']"
Porosity,1976,s43-1.jpg,"[[514, 246, 542, 269]]",[1],"['1880', '402']"
Porosity,850,6054-007391-2.jpg,"[[1469, 503, 1496, 527]]",[1],"['2481', '1390']"
Porosity,723,6054-002148-A1-1.jpg,"[[2162, 327, 2202, 364]]",[1],"['3068', '806']"
Porosity,1492,h225-1.jpg,"[[1666, 197, 1749, 221]]",[2],"['2095', '381']"
Porosity,1286,h-16-2.jpg,"[[1088, 189, 1128, 228]]",[1],"['2927', '505']"
Slag,2170,6054-016623-2.jpg,"[[2307, 195, 2523, 245]]",[2],"['3038', '822']"
Slag,2257,s4-1.jpg,"[[2051, 288, 2128, 317], [1659, 275, 1735, 307], [1277, 267, 1384, 302], [954, 221, 1020, 254]]","[2, 2, 2, 2]","['3036', '568']"
Porosity,1674,h62-3.jpg,"[[376, 294, 398, 318]]",[1],"['2859', '521']"
Others,119,6054-018991-1.jpg,"[[296, 227, 313, 248], [1041, 189, 1167, 218]]","[1, 2]","['1437', '796']"
Porosity,1468,h218-2.jpg,"[[947, 153, 1045, 171]]",[2],"['2186', '413']"
Others,368,j164-1.jpg,"[[1690, 312, 1960, 384]]",[2],"['4626', '694']"
Porosity,1416,h20-2.jpg,"[[2532, 259, 2549, 275], [2559, 265, 2575, 283], [2593, 273, 2601, 282], [2603, 274, 2629, 291]]","[1, 1, 1, 1]","['2747', '412']"
Porosity,1316,h171-1.jpg,"[[865, 181, 966, 214]]",[2],"['2233', '418']"
Others,263,j128-2.jpg,"[[1185, 176, 1259, 209]]",[2],"['3004', '504']"
Porosity,1021,6054-033674-1.jpg,"[[1056, 272, 1091, 303]]",[1],"['2650', '815']"
Porosity,2105,s89-1.jpg,"[[701, 249, 726, 271]]",[1],"['1644', '480']"
Porosity,1205,h136-3.jpg,[],[],"['1447', '377']"
Porosity,821,6054-005127-2.jpg,"[[920, 278, 946, 302]]",[1],"['1482', '689']"
Others,230,j118-2.jpg,"[[1466, 213, 1549, 252]]",[2],"['2920', '477']"
Slag,2221,s23-3.jpg,"[[678, 145, 764, 176]]",[2],"['1298', '416']"
Slag,2179,6054-044655-1-1.jpg,"[[1068, 247, 1175, 281], [1959, 267, 2046, 307]]","[2, 2]","['2203', '1006']"
Porosity,724,6054-002148-A1-2.jpg,"[[1104, 238, 1138, 273]]",[1],"['3076', '796']"
Porosity,1153,h121-1.jpg,"[[2389, 226, 2422, 255]]",[1],"['2951', '488']"
Others,446,j19-1.jpg,"[[1905, 214, 2476, 239], [1573, 212, 1889, 233], [982, 201, 1104, 240]]","[2, 2, 2]","['2851', '408']"
Porosity,1982,s45-1.jpg,"[[1750, 289, 1778, 322]]",[1],"['2047', '456']"
Others,386,j170-1.jpg,"[[1303, 183, 1918, 213], [1919, 156, 2533, 183], [716, 211, 1143, 246]]","[2, 2, 2]","['2669', '441']"
Porosity,1959,s37-1.jpg,"[[1134, 195, 1162, 223], [885, 267, 927, 303]]","[1, 1]","['2779', '445']"
Others,37,6054-002836-2.jpg,"[[2708, 207, 2915, 246], [2403, 242, 2596, 272], [2064, 262, 2200, 290], [2247, 249, 2330, 281], [1103, 304, 1168, 330], [320, 290, 399, 320], [510, 298, 590, 323], [1376, 298, 1453, 323], [1466, 300, 1565, 317]]","[2, 2, 2, 2, 2, 2, 2, 2, 2]","['3034', '837']"
Others,402,j174-2.jpg,"[[236, 193, 1171, 233], [1294, 193, 1398, 232], [1454, 200, 1606, 235], [1817, 240, 2301, 297]]","[2, 2, 2, 2]","['2834', '516']"
Porosity,1596,h38-1.jpg,"[[2182, 277, 2218, 302], [2685, 317, 2702, 335]]","[1, 1]","['2794', '498']"
Porosity,906,6054-011695-2.jpg,"[[855, 288, 893, 325]]",[1],"['1475', '780']"
Others,342,j156-2.jpg,"[[2379, 202, 2443, 234]]",[2],"['2620', '442']"
Slag,2224,s24-3.jpg,"[[231, 133, 339, 162]]",[2],"['1362', '453']"
Porosity,686,6054-000243-1.jpg,"[[3580, 554, 3823, 626]]",[0],"['5005', '1349']"
Others,622,j82-1.jpg,"[[788, 172, 843, 212], [2287, 288, 2333, 343], [2580, 245, 2612, 284]]","[2, 2, 2]","['2933', '503']"
Porosity,1638,h51-1.jpg,"[[2457, 408, 2514, 433]]",[2],"['2933', '620']"
Others,169,j100-1.jpg,"[[479, 262, 582, 285]]",[2],"['2927', '473']"
Porosity,1417,h202-1.jpg,"[[1012, 223, 1068, 246], [1087, 231, 1144, 253]]","[2, 2]","['2138', '454']"
Porosity,1069,6054-044659-1.jpg,"[[847, 449, 875, 471]]",[1],"['2004', '1342']"
Porosity,782,6054-003094-1.jpg,"[[1904, 239, 2052, 267], [1438, 216, 1459, 235]]","[2, 1]","['2210', '839']"
Porosity,1254,h152-1.jpg,"[[795, 221, 825, 251]]",[1],"['2932', '505']"
Porosity,1410,h200-2.jpg,"[[952, 230, 977, 253]]",[1],"['2752', '479']"
Porosity,1089,h102-1.jpg,"[[289, 194, 326, 221]]",[1],"['1274', '477']"
Porosity,1357,h183-2.jpg,"[[1739, 332, 1774, 363]]",[1],"['2312', '739']"
Others,652,j91-2.jpg,"[[1586, 236, 1898, 269], [1951, 244, 2222, 273], [2302, 237, 2467, 267], [999, 237, 1125, 271]]","[2, 2, 2, 2]","['2888', '444']"
Porosity,1354,h182-2.jpg,"[[1734, 227, 1772, 261]]",[1],"['2181', '604']"
Slag,2159,6054-005068-1-1.jpg,"[[830, 302, 1038, 357], [1815, 306, 2045, 363]]","[2, 2]","['3033', '1119']"
Porosity,1793,s101-1.jpg,[],[],"['2766', '589']"
Porosity,734,6054-002311-2.jpg,"[[2039, 293, 2080, 323]]",[1],"['3050', '819']"
Porosity,1777,h94-3.jpg,"[[935, 199, 957, 228], [1041, 197, 1074, 224]]","[1, 1]","['2356', '387']"
Others,529,j50-3.jpg,"[[136, 260, 266, 287], [292, 247, 397, 272], [1053, 246, 1077, 266], [1017, 120, 1036, 144], [1691, 164, 1770, 181], [2588, 158, 2657, 182], [2225, 150, 2486, 175]]","[2, 2, 1, 1, 2, 2, 2]","['2919', '476']"
Porosity,1663,h59-3.jpg,"[[766, 220, 791, 249]]",[1],"['2608', '531']"
Porosity,1731,h80-2.jpg,"[[112, 165, 245, 192], [339, 165, 428, 182], [621, 161, 787, 185], [1095, 161, 1418, 192], [1929, 198, 1966, 214]]","[2, 2, 2, 2, 2]","['2293', '484']"
Others,38,6054-002836-3.jpg,"[[2675, 225, 2844, 261], [2161, 258, 2470, 311], [1861, 287, 2026, 335], [834, 314, 950, 346], [972, 312, 1093, 343], [230, 308, 367, 338], [407, 307, 487, 336], [599, 315, 755, 349]]","[2, 2, 2, 2, 2, 2, 2, 2]","['3056', '857']"
Porosity,1282,h-16-1.jpg,"[[1807, 287, 1841, 322]]",[1],"['2927', '505']"
Porosity,1280,h160-2.jpg,"[[211, 139, 301, 155]]",[2],"['2774', '375']"
Others,107,6054-011699-A1-1-1.jpg,"[[1249, 293, 1343, 318], [1396, 350, 1580, 394], [1622, 335, 1873, 392], [2941, 178, 2968, 199], [2042, 274, 2064, 292]]","[2, 2, 2, 1, 1]","['3043', '822']"
Porosity,1633,h49-3.jpg,"[[1595, 203, 1638, 240]]",[1],"['2282', '468']"
Others,474,j31-2.jpg,"[[766, 184, 922, 202], [2180, 202, 2269, 221]]","[2, 2]","['2897', '385']"
Others,141,6054-034736-1.jpg,"[[458, 258, 564, 285], [903, 233, 920, 251]]","[2, 1]","['2132', '791']"
Others,266,j129-2.jpg,"[[1918, 214, 2150, 254]]",[2],"['2978', '518']"
Porosity,1767,h-9-2.jpg,"[[3540, 211, 3786, 259], [3299, 210, 3354, 254]]","[2, 1]","['4973', '841']"
Others,240,j121-1.jpg,"[[1599, 246, 1698, 279]]",[2],"['2858', '430']"
Porosity,1792,s10-1.jpg,"[[992, 233, 1031, 267]]",[1],"['2430', '405']"
Porosity,2098,s86-3.jpg,"[[1066, 232, 1119, 266]]",[1],"['1810', '511']"
Others,212,j112-3.jpg,"[[1010, 276, 1081, 304], [1104, 277, 1174, 297]]","[2, 2]","['2913', '461']"
Porosity,1714,h74-3.jpg,"[[384, 249, 429, 290]]",[1],"['2092', '651']"
Porosity,1579,h32-2.jpg,"[[353, 200, 382, 225]]",[1],"['2886', '496']"
Porosity,795,6054-003147-1.jpg,"[[3002, 319, 3018, 333], [2120, 275, 2170, 293]]","[1, 2]","['3059', '811']"
Porosity,1916,s19-1.jpg,"[[433, 155, 459, 177]]",[1],"['1349', '370']"
Porosity,874,6054-008757-1.jpg,"[[1173, 234, 1191, 250]]",[1],"['3059', '820']"
Slag,2185,s11-2.jpg,"[[2575, 157, 2684, 183], [2321, 183, 2407, 209], [1943, 190, 2113, 213], [1796, 199, 1898, 225], [1366, 220, 1435, 236], [1667, 212, 1763, 238], [635, 234, 700, 261]]","[2, 2, 2, 2, 2, 2, 2]","['2969', '520']"
Porosity,984,6054-023498-1-1.jpg,"[[1180, 522, 1354, 544], [1616, 528, 1641, 544]]","[2, 1]","['2327', '1127']"
Porosity,1136,h116-1.jpg,"[[827, 224, 859, 252]]",[1],"['2381', '428']"
Slag,2142,6054-002455-1.jpg,"[[2502, 284, 2560, 323], [2122, 297, 2203, 332]]","[2, 2]","['3089', '859']"
Porosity,1477,h22-1.jpg,"[[1676, 296, 1701, 318]]",[1],"['2792', '466']"
Slag,2230,s26-3.jpg,"[[696, 197, 778, 261]]",[2],"['1958', '518']"
Porosity,793,6054-003133-3.jpg,"[[1880, 312, 1929, 350]]",[1],"['3072', '827']"
Porosity,1324,h173-1.jpg,"[[898, 614, 928, 640]]",[1],"['2328', '815']"
Porosity,1249,h-15-1.jpg,"[[1922, 225, 1960, 263]]",[1],"['2853', '421']"
Porosity,1272,h157-3.jpg,"[[843, 100, 883, 126]]",[1],"['1317', '308']"
Porosity,1294,h164-1.jpg,"[[1308, 271, 1336, 294]]",[1],"['2903', '484']"
Others,125,6054-022473-1.jpg,"[[1619, 259, 1767, 290]]",[2],"['3066', '804']"
Porosity,2115,s9-2.jpg,"[[2363, 318, 2391, 344], [2619, 337, 2654, 364], [1321, 383, 1343, 406]]","[1, 1, 1]","['2793', '727']"
Porosity,752,6054-002828-1.jpg,"[[2269, 218, 2356, 242], [2476, 212, 2566, 236], [2598, 208, 2666, 228], [2711, 210, 2816, 224], [2842, 209, 2906, 228], [1982, 237, 2113, 252], [670, 298, 698, 322], [375, 305, 411, 328], [164, 277, 179, 291]]","[2, 2, 2, 2, 2, 2, 1, 1, 1]","['3037', '842']"
Porosity,1519,h234-3.jpg,"[[592, 169, 631, 198]]",[1],"['2367', '424']"
Porosity,1390,h193-3.jpg,"[[1283, 252, 1420, 272], [1616, 247, 1733, 273]]","[2, 2]","['2716', '486']"
Porosity,1047,6054-038257-A1-1-1.jpg,"[[381, 151, 403, 178]]",[1],"['1443', '745']"
Porosity,2015,s58-2.jpg,"[[1038, 209, 1070, 241]]",[1],"['1690', '444']"
Porosity,1169,h126-1.jpg,"[[567, 241, 653, 265]]",[2],"['1403', '452']"
Porosity,779,6054-003052-2.jpg,"[[635, 210, 669, 241]]",[1],"['1538', '843']"
Porosity,1029,6054-035413-1.jpg,"[[407, 199, 423, 214], [395, 244, 411, 255], [411, 261, 424, 273], [1105, 159, 1118, 171]]","[1, 1, 1, 1]","['1585', '815']"
Porosity,1044,6054-037712-2-1.jpg,[],[],"['2802', '799']"
Slag,2263,s6-1.jpg,"[[2793, 305, 2868, 326], [2560, 293, 2652, 326], [2200, 300, 2303, 336], [2460, 291, 2516, 323], [1733, 301, 1984, 355], [1330, 316, 1511, 351], [892, 300, 1084, 346], [196, 268, 318, 290], [2348, 301, 2390, 325], [2902, 295, 2943, 320]]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","['3072', '533']"
Porosity,1632,h49-2.jpg,"[[642, 202, 681, 240]]",[1],"['2282', '469']"
Porosity,1678,h63-3.jpg,"[[1045, 124, 1079, 156], [2877, 174, 2893, 190]]","[1, 1]","['2972', '414']"
Porosity,1770,h92-3.jpg,"[[905, 227, 934, 255]]",[1],"['1421', '443']"
Porosity,2088,s83-2.jpg,"[[1141, 247, 1195, 272]]",[2],"['2796', '430']"
Others,356,j16-1.jpg,"[[3110, 374, 3141, 396], [3282, 372, 3311, 393], [3914, 326, 3944, 355], [2683, 437, 2710, 468], [2819, 392, 2841, 414], [1210, 379, 1287, 407], [402, 424, 464, 448], [260, 410, 377, 439], [4117, 256, 4453, 287], [3527, 285, 3716, 318], [3744, 269, 4029, 302], [2568, 330, 2942, 359], [3037, 297, 3481, 329]]","[1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2]","['4867', '676']"
Porosity,1487,h223-2.jpg,"[[211, 142, 674, 163]]",[2],"['2043', '397']"
Porosity,1146,h119-2.jpg,"[[2586, 186, 2783, 221]]",[2],"['2986', '530']"
Porosity,1836,s114-1.jpg,"[[828, 252, 865, 279]]",[1],"['1592', '490']"
Others,466,j28-3.jpg,"[[793, 274, 1409, 390], [1404, 214, 1870, 312], [1895, 174, 2373, 269], [2386, 142, 2802, 223]]","[2, 2, 2, 2]","['4749', '632']"
Porosity,1716,h75-2.jpg,"[[644, 234, 693, 276]]",[1],"['2142', '715']"
Porosity,1189,h-13-2.jpg,"[[1905, 58, 1938, 92]]",[1],"['4620', '788']"
Porosity,1562,h27-1.jpg,"[[4086, 305, 4130, 341], [2681, 302, 2701, 320], [2648, 309, 2674, 326], [4041, 277, 4063, 299]]","[1, 1, 1, 1]","['4844', '668']"
Others,3,6054-000134-1-1.jpg,"[[469, 227, 584, 313]]",[2],"['1450', '826']"
Others,642,j88-2.jpg,"[[1158, 156, 1277, 196], [1859, 235, 2080, 286], [1102, 211, 1128, 231]]","[2, 0, 1]","['2965', '492']"
Porosity,1216,h140-2.jpg,"[[1172, 247, 1202, 274]]",[1],"['2774', '544']"
