dataset,image_number,image_name,bndbox,labels,img_shape
Others,410,j64-3.jpg,"[[2241, 208, 2314, 242], [2336, 233, 2400, 252], [2447, 229, 2720, 273], [2755, 248, 2940, 284], [1561, 203, 1753, 234], [1439, 177, 1482, 201], [60, 276, 247, 307], [297, 269, 339, 300], [366, 263, 444, 291], [473, 250, 674, 284], [1313, 211, 1391, 232], [1175, 214, 1276, 231], [1059, 214, 1158, 231], [707, 242, 798, 265]]","[2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2]","['2956', '506']"
Porosity,1103,h62-1.jpg,"[[371, 205, 396, 227]]",[1],"['2859', '522']"
Porosity,1043,h42-3.jpg,[],[],"['2317', '459']"
Others,163,j152-3.jpg,"[[91, 277, 785, 315], [878, 246, 899, 263], [875, 278, 896, 297]]","[2, 1, 1]","['2933', '470']"
Others,337,j42-2.jpg,"[[2870, 257, 2932, 280], [2797, 248, 2852, 266], [2549, 236, 2658, 258], [2455, 235, 2523, 248], [2202, 214, 2381, 244], [1306, 160, 1422, 187], [1476, 162, 1557, 183], [1574, 166, 1657, 191], [109, 150, 226, 173], [743, 139, 814, 168], [1986, 189, 2074, 216]]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","['2939', '456']"
Others,463,j84-2.jpg,"[[827, 122, 1099, 153]]",[2],"['2780', '371']"
Others,395,j60-3.jpg,"[[972, 165, 1048, 190], [2852, 235, 2875, 263]]","[2, 1]","['2926', '515']"
Others,91,j126-3.jpg,"[[755, 265, 1125, 321]]",[2],"['2943', '694']"
Others,392,j59-3.jpg,"[[78, 305, 287, 331], [1016, 184, 1080, 206], [1483, 256, 1911, 288]]","[2, 2, 2]","['2989', '519']"
Others,12,j103-1.jpg,"[[1366, 200, 1781, 223]]",[2],"['2962', '473']"
Slag,1281,s29-1.jpg,"[[1791, 211, 1891, 247]]",[2],"['2362', '453']"
Others,69,j120-2.jpg,"[[703, 213, 1764, 272]]",[2],"['2933', '501']"
Others,14,j103-3.jpg,"[[1345, 243, 1504, 277], [1608, 242, 1793, 269]]","[2, 2]","['2962', '473']"
Porosity,688,h-15-3.jpg,"[[1920, 158, 1964, 199]]",[1],"['2852', '421']"
Porosity,678,h150-2.jpg,"[[386, 120, 412, 147]]",[1],"['1266', '395']"
Porosity,1065,h50-1.jpg,"[[204, 380, 274, 407], [1314, 356, 1335, 375], [2328, 379, 2369, 415]]","[2, 1, 1]","['3050', '632']"
Porosity,703,h157-3.jpg,"[[843, 100, 883, 126]]",[1],"['1317', '308']"
Porosity,715,h161-2.jpg,"[[1293, 255, 1618, 286]]",[2],"['2315', '467']"
Porosity,671,h148-1.jpg,"[[1857, 314, 2164, 337], [2035, 274, 2055, 293]]","[2, 1]","['2744', '440']"
Porosity,966,h240-1.jpg,"[[1592, 242, 1748, 279]]",[2],"['2389', '408']"
Others,223,j171-1.jpg,"[[170, 204, 399, 266], [630, 265, 1214, 334], [2556, 183, 2689, 221]]","[2, 2, 0]","['2883', '491']"
Slag,1280,s28-3.jpg,"[[179, 278, 231, 317]]",[1],"['1517', '490']"
Porosity,1156,h78-2.jpg,"[[331, 117, 362, 146], [627, 128, 649, 157], [1962, 199, 2051, 223], [2226, 210, 2314, 235], [2551, 225, 2762, 251], [2799, 223, 2875, 244], [2441, 219, 2473, 245]]","[1, 1, 2, 2, 2, 2, 1]","['2970', '435']"
Porosity,1107,h63-1.jpg,"[[2877, 226, 2890, 239], [1049, 268, 1075, 291]]","[1, 1]","['2972', '414']"
Others,471,j87-1.jpg,"[[2757, 282, 2820, 336], [1565, 263, 1754, 302], [1100, 260, 1227, 301], [1294, 264, 1538, 289]]","[2, 2, 2, 2]","['2909', '530']"
Porosity,1040,h-4-2.jpg,"[[1502, 211, 1532, 234]]",[1],"['2867', '424']"
Porosity,862,h206-2.jpg,"[[884, 163, 967, 182]]",[2],"['2050', '347']"
Others,105,j13-1.jpg,"[[3383, 486, 3476, 516]]",[2],"['4968', '749']"
Porosity,940,h23-1.jpg,"[[306, 245, 327, 267]]",[1],"['2960', '519']"
Porosity,780,h181-1.jpg,"[[1418, 421, 1470, 476]]",[1],"['2234', '739']"
Others,6,j101-3.jpg,"[[596, 243, 757, 293], [1439, 276, 1657, 310], [1720, 276, 1994, 310], [2531, 113, 2567, 150]]","[2, 2, 2, 1]","['2902', '470']"
Porosity,1150,h76-2.jpg,"[[301, 135, 495, 197], [1310, 114, 1349, 145], [1934, 151, 2076, 185], [2585, 207, 2659, 237]]","[2, 1, 2, 2]","['2907', '459']"
Others,269,j184-3.jpg,"[[2166, 199, 2297, 241]]",[2],"['2604', '553']"
Porosity,817,h192-3.jpg,"[[1553, 139, 1576, 159], [1915, 114, 2074, 184]]","[1, 0]","['2417', '412']"
Others,241,j176-2.jpg,"[[1121, 93, 1371, 132]]",[0],"['1662', '363']"
Porosity,1119,h67-1.jpg,"[[220, 445, 254, 477], [954, 409, 1158, 436], [1190, 414, 1349, 443]]","[1, 2, 2]","['3791', '746']"
Others,232,j173-2.jpg,"[[2176, 288, 2213, 321], [2458, 321, 2493, 361], [2261, 311, 2430, 348]]","[1, 1, 2]","['3692', '737']"
Porosity,772,h178-3.jpg,"[[1526, 348, 1576, 397]]",[1],"['2272', '840']"
Porosity,944,h23-3.jpg,"[[303, 246, 340, 274]]",[1],"['2959', '519']"
Others,340,j43-2.jpg,"[[2669, 232, 2805, 257], [1870, 191, 2130, 224], [1452, 182, 1598, 211], [1016, 183, 1267, 223], [664, 188, 811, 223], [107, 204, 186, 226], [334, 201, 439, 226], [465, 197, 526, 227], [576, 198, 634, 216]]","[2, 2, 2, 2, 2, 2, 2, 2, 2]","['2916', '462']"
Porosity,1193,h90-2.jpg,"[[114, 141, 132, 155], [1913, 195, 1952, 231], [2438, 276, 2459, 291], [2738, 233, 2752, 246], [2765, 234, 2777, 248]]","[1, 1, 1, 1, 1]","['2852', '359']"
Others,147,j148-1.jpg,"[[2448, 200, 2629, 224]]",[2],"['2921', '387']"
Porosity,931,h227-3.jpg,"[[1928, 202, 1953, 226]]",[1],"['2890', '547']"
Slag,1233,s12-3.jpg,"[[2694, 220, 2801, 248], [2377, 208, 2469, 236], [2184, 203, 2223, 234], [1899, 213, 1956, 236]]","[2, 2, 1, 1]","['3090', '496']"
Porosity,986,h245-3.jpg,"[[1345, 189, 1371, 220]]",[1],"['2843', '453']"
Porosity,1049,h44-2.jpg,"[[2041, 198, 2066, 220]]",[1],"['2773', '443']"
Porosity,1045,h43-1.jpg,"[[1229, 220, 1247, 242], [2007, 264, 2099, 291], [686, 228, 714, 254]]","[1, 2, 1]","['2887', '494']"
Porosity,1211,h95-3.jpg,"[[1993, 188, 2031, 222], [1553, 212, 1770, 243]]","[1, 2]","['2973', '438']"
Porosity,1216,h97-2.jpg,"[[1942, 237, 1974, 271]]",[1],"['2939', '519']"
Porosity,1198,h-9-2.jpg,"[[3540, 211, 3786, 259], [3299, 210, 3354, 254]]","[2, 1]","['4973', '841']"
Porosity,873,h-2-1.jpg,"[[2591, 346, 2640, 392]]",[1],"['4806', '705']"
Others,244,j177-2.jpg,"[[669, 314, 866, 377]]",[0],"['1752', '531']"
Others,423,j69-1.jpg,"[[462, 203, 1078, 264], [2338, 235, 2600, 264]]","[2, 2]","['2948', '445']"
Porosity,654,h142-1.jpg,"[[886, 191, 1131, 221]]",[2],"['2958', '529']"
Porosity,704,h158-1.jpg,"[[397, 286, 540, 310]]",[2],"['2328', '555']"
Others,452,j77-3.jpg,"[[915, 280, 1083, 337]]",[2],"['2250', '701']"
Others,339,j43-1.jpg,"[[2739, 242, 2818, 263], [2844, 243, 2887, 254], [2491, 232, 2586, 260], [2404, 234, 2461, 262], [2284, 247, 2333, 265], [2126, 246, 2244, 276], [1668, 250, 1907, 286], [1335, 262, 1465, 283], [841, 250, 1023, 276], [151, 208, 218, 227]]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","['2916', '462']"
Others,482,j90-3.jpg,"[[885, 276, 922, 301]]",[2],"['2945', '565']"
Porosity,1064,h49-3.jpg,"[[1595, 203, 1638, 240]]",[1],"['2282', '468']"
Others,157,j151-1.jpg,"[[993, 388, 1236, 416], [346, 347, 461, 382], [698, 358, 784, 380]]","[0, 0, 2]","['1485', '458']"
Others,434,j72-1.jpg,"[[2145, 262, 2376, 323]]",[0],"['2954', '410']"
Porosity,627,h133-3.jpg,"[[790, 164, 842, 194]]",[1],"['1433', '292']"
Porosity,827,h195-3.jpg,"[[759, 182, 789, 212]]",[1],"['1310', '451']"
Porosity,1106,h-6-3.jpg,"[[1260, 326, 1297, 362]]",[1],"['4487', '660']"
Porosity,1219,h98-2.jpg,"[[1415, 228, 1434, 247]]",[1],"['2888', '502']"
Others,383,j56-3.jpg,"[[18, 250, 166, 280], [174, 243, 278, 264], [354, 210, 622, 257], [822, 183, 980, 212], [1000, 179, 1061, 214], [1272, 153, 1337, 193], [1128, 167, 1209, 205], [1477, 131, 1550, 163], [1632, 118, 1802, 149], [1860, 117, 1960, 138], [2024, 121, 2109, 140], [2153, 114, 2261, 150], [2328, 119, 2405, 142], [2462, 109, 2605, 132], [2657, 100, 2719, 134], [2765, 109, 2850, 132]]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","['2925', '419']"
Others,283,j20-2.jpg,"[[1060, 180, 1093, 204], [1428, 172, 2037, 204]]","[1, 2]","['2916', '514']"
Porosity,1092,h59-1.jpg,"[[932, 302, 952, 321]]",[1],"['3004', '547']"
Porosity,995,h27-3.jpg,"[[2678, 348, 2698, 366], [2647, 343, 2669, 363], [4089, 331, 4137, 365], [4042, 370, 4061, 391]]","[1, 1, 1, 1]","['4844', '667']"
Porosity,800,h187-2.jpg,"[[2160, 194, 2224, 217]]",[2],"['2612', '489']"
Porosity,774,h179-2.jpg,"[[1269, 282, 1309, 319]]",[1],"['2244', '778']"
Porosity,547,h110-3.jpg,"[[2317, 194, 2349, 219], [349, 225, 1008, 260]]","[1, 2]","['2903', '485']"
Porosity,900,h218-3.jpg,"[[1126, 154, 1245, 179]]",[2],"['2186', '413']"
Porosity,1110,h64-1.jpg,"[[2086, 449, 2113, 485], [3499, 386, 3533, 416]]","[1, 1]","['4914', '889']"
Others,298,j28-2.jpg,"[[3443, 265, 4093, 399], [2702, 200, 3425, 309], [2132, 152, 2671, 241]]","[2, 2, 2]","['4749', '633']"
Porosity,971,h241-2.jpg,"[[436, 219, 456, 236]]",[1],"['1243', '381']"
Porosity,714,h161-1.jpg,"[[705, 183, 1009, 200]]",[2],"['2315', '467']"
Porosity,549,h111-1.jpg,"[[1823, 180, 2271, 223]]",[2],"['2315', '463']"
Porosity,631,h135-1.jpg,"[[947, 257, 1138, 282]]",[2],"['1721', '426']"
Porosity,1161,h80-1.jpg,"[[327, 266, 389, 286], [858, 292, 1002, 315], [1040, 299, 1177, 321], [1466, 296, 1703, 320], [2048, 295, 2171, 313]]","[2, 2, 2, 2, 2]","['2293', '484']"
Porosity,668,h146-2.jpg,"[[675, 125, 700, 144]]",[1],"['1305', '331']"
Porosity,1090,h58-2.jpg,"[[760, 134, 793, 160], [2375, 173, 2401, 197]]","[1, 1]","['2792', '429']"
Others,144,j147-1.jpg,"[[739, 277, 929, 308]]",[2],"['2927', '378']"
Porosity,926,h226-1.jpg,"[[901, 166, 934, 191]]",[1],"['2430', '454']"
Porosity,697,h155-3.jpg,"[[1377, 179, 1446, 204]]",[2],"['2457', '532']"
Others,173,j155-3.jpg,"[[1750, 128, 1899, 163], [1533, 124, 1662, 155]]","[2, 2]","['2446', '384']"
Porosity,860,h205-3.jpg,"[[336, 224, 366, 246]]",[1],"['2140', '411']"
Others,8,j102-1.jpg,"[[1805, 243, 1887, 260]]",[2],"['2938', '449']"
Porosity,981,h244-1.jpg,"[[541, 300, 584, 318], [1364, 297, 1427, 311], [2648, 222, 2667, 239]]","[2, 2, 1]","['2861', '452']"
Others,461,j83-3.jpg,"[[797, 117, 1025, 148]]",[2],"['2936', '435']"
Slag,1303,s4-2.jpg,"[[2074, 222, 2123, 265], [1668, 250, 1753, 278], [1303, 252, 1376, 293], [954, 304, 1020, 337], [1552, 254, 1575, 272]]","[2, 2, 2, 2, 2]","['3036', '558']"
Others,314,j34-3.jpg,"[[2462, 166, 2544, 195], [1002, 220, 1274, 252]]","[2, 2]","['2983', '555']"
Others,318,j36-1.jpg,"[[643, 302, 704, 318], [846, 304, 941, 341]]","[2, 0]","['2317', '605']"
Porosity,831,h197-1.jpg,"[[1032, 224, 1252, 326]]",[0],"['1396', '493']"
Others,31,j109-2.jpg,"[[717, 135, 1150, 158]]",[2],"['2821', '376']"
Others,254,j180-3.jpg,"[[402, 212, 428, 237], [897, 165, 1352, 202], [828, 175, 849, 193]]","[1, 2, 1]","['2902', '510']"
Porosity,853,h203-2.jpg,"[[927, 249, 953, 273]]",[1],"['2953', '485']"
Porosity,1001,h30-1.jpg,"[[2316, 353, 2340, 384]]",[1],"['4131', '626']"
Porosity,1125,h69-1.jpg,"[[1589, 327, 1619, 356]]",[1],"['2985', '458']"
Porosity,936,h229-2.jpg,"[[1826, 249, 1862, 291]]",[1],"['2748', '541']"
Slag,1256,s2-1.jpg,"[[2065, 251, 2210, 289]]",[2],"['3052', '510']"
Porosity,573,h118-2.jpg,"[[1038, 92, 1073, 122], [1321, 113, 1353, 139]]","[1, 1]","['2960', '468']"
Porosity,694,h154-3.jpg,"[[573, 220, 603, 239]]",[1],"['1660', '430']"
Others,129,j139-1.jpg,"[[1085, 168, 1220, 205]]",[0],"['2925', '454']"
Others,462,j84-1.jpg,"[[1697, 212, 1955, 243]]",[2],"['2780', '371']"
Porosity,805,h189-1.jpg,"[[2440, 283, 2482, 320]]",[1],"['2960', '540']"
Porosity,537,h107-3.jpg,"[[1375, 150, 1536, 178]]",[2],"['2468', '415']"
Porosity,820,h193-2.jpg,"[[971, 248, 1117, 264], [1288, 251, 1418, 273]]","[2, 2]","['2716', '487']"
Porosity,529,h105-1.jpg,"[[1469, 392, 1507, 427]]",[1],"['2297', '806']"
Others,416,j66-3.jpg,"[[986, 88, 1086, 136], [1415, 140, 1505, 163], [1525, 136, 1585, 156], [1985, 134, 2046, 157]]","[0, 0, 0, 0]","['2942', '431']"
Others,123,j137-1.jpg,"[[932, 212, 1045, 238]]",[2],"['1365', '308']"
Others,292,j24-2.jpg,"[[2091, 224, 2219, 251], [2277, 230, 2406, 284], [2508, 286, 2598, 311]]","[2, 0, 2]","['2917', '524']"
Porosity,1027,h38-1.jpg,"[[2182, 277, 2218, 302], [2685, 317, 2702, 335]]","[1, 1]","['2794', '498']"
Others,447,j76-1.jpg,"[[889, 268, 944, 296], [571, 267, 669, 294], [1176, 124, 1201, 145]]","[2, 2, 1]","['1420', '466']"
Others,472,j87-2.jpg,"[[1679, 226, 1938, 264], [1172, 223, 1314, 265], [95, 206, 162, 255]]","[2, 2, 2]","['2909', '530']"
Porosity,651,h141-2.jpg,"[[2140, 187, 2176, 223], [2227, 194, 2271, 237], [704, 143, 802, 170]]","[1, 1, 2]","['2942', '516']"
Others,61,j118-1.jpg,"[[1368, 217, 1445, 253]]",[2],"['2920', '477']"
Porosity,1212,h96-1.jpg,"[[449, 211, 503, 229]]",[2],"['2938', '459']"
Porosity,1166,h81-2.jpg,"[[227, 249, 344, 270], [368, 255, 460, 269], [525, 246, 740, 267], [1729, 206, 2044, 228], [813, 245, 982, 261], [77, 254, 181, 275], [1076, 229, 1191, 251]]","[2, 2, 2, 2, 2, 2, 2]","['2252', '492']"
Porosity,1057,h47-1.jpg,"[[714, 161, 739, 188]]",[1],"['1640', '367']"
Porosity,942,h23-2.jpg,"[[2634, 250, 2656, 270]]",[1],"['2959', '519']"
Others,304,j30-2.jpg,"[[1984, 218, 2178, 241], [1232, 178, 1335, 207], [1854, 244, 2175, 273], [1348, 208, 1450, 231], [1704, 227, 1816, 252]]","[2, 2, 2, 2, 2]","['2872', '373']"
Porosity,743,h170-1.jpg,"[[19, 267, 178, 292]]",[2],"['2905', '516']"
Porosity,793,h185-1.jpg,"[[1304, 462, 1340, 495]]",[1],"['4870', '740']"
Porosity,938,h-2-3.jpg,"[[2593, 315, 2636, 350], [2122, 443, 2140, 464], [2150, 446, 2172, 466]]","[1, 1, 1]","['4806', '705']"
Others,321,j37-1.jpg,"[[2181, 266, 2450, 301], [2544, 255, 2850, 298]]","[2, 2]","['2956', '471']"
Others,101,j1-3.jpg,"[[2523, 76, 2625, 108]]",[2],"['2912', '350']"
Porosity,610,h129-2.jpg,"[[740, 299, 776, 329]]",[1],"['2238', '639']"
Others,211,j167-2.jpg,"[[1290, 198, 1797, 241]]",[2],"['2804', '441']"
Others,350,j46-3.jpg,"[[2595, 124, 2683, 152], [2410, 125, 2485, 147], [1828, 119, 1901, 143], [1554, 126, 1630, 143], [788, 157, 924, 186], [683, 174, 763, 195], [392, 182, 578, 200], [88, 195, 310, 233], [1907, 145, 2215, 183], [2258, 148, 2925, 190]]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","['2934', '381']"
Porosity,586,h-12-2.jpg,"[[3155, 291, 3204, 342]]",[1],"['4863', '710']"
Slag,1317,s9-1.jpg,"[[2595, 265, 2644, 291], [2322, 258, 2346, 284], [913, 188, 1005, 216], [656, 172, 726, 202], [98, 163, 545, 198]]","[1, 1, 2, 2, 2]","['3018', '400']"
Others,28,j108-2.jpg,"[[2156, 145, 2281, 173], [2007, 141, 2125, 167], [1858, 138, 1979, 165]]","[0, 0, 0]","['2849', '375']"
Others,379,j55-2.jpg,"[[1761, 224, 1862, 249]]",[2],"['2946', '421']"
Porosity,567,h116-2.jpg,"[[1383, 153, 1418, 190]]",[1],"['2243', '416']"
Others,235,j174-2.jpg,"[[236, 193, 1171, 233], [1294, 193, 1398, 232], [1454, 200, 1606, 235], [1817, 240, 2301, 297]]","[2, 2, 2, 2]","['2834', '516']"
Porosity,709,h159-3.jpg,"[[1085, 250, 1120, 282]]",[1],"['2960', '520']"
Others,1,j100-1.jpg,"[[479, 262, 582, 285]]",[2],"['2927', '473']"
Porosity,562,h114-3.jpg,"[[3090, 264, 3130, 302]]",[1],"['4477', '750']"
Porosity,682,h151-2.jpg,[],[],"['2299', '443']"
Porosity,731,h166-1.jpg,"[[1866, 159, 1896, 186]]",[1],"['2269', '573']"
Porosity,929,h227-1.jpg,"[[1932, 323, 1950, 342]]",[1],"['2890', '548']"
Porosity,712,h160-3.jpg,"[[2469, 141, 2557, 159]]",[2],"['2774', '374']"
Porosity,587,h122-1.jpg,"[[592, 190, 624, 217], [2086, 211, 2169, 224], [1559, 242, 1588, 269], [514, 200, 532, 213], [548, 204, 565, 219]]","[1, 2, 1, 1, 1]","['2947', '433']"
Others,260,j182-1.jpg,"[[597, 196, 845, 224]]",[2],"['1629', '418']"
Others,281,j19-3.jpg,"[[1899, 168, 2380, 202], [1525, 177, 1844, 208], [993, 168, 1085, 207]]","[2, 2, 2]","['2851', '407']"
Slag,1292,s32-2.jpg,"[[768, 315, 1421, 385], [94, 301, 279, 354]]","[2, 2]","['1784', '543']"
Others,210,j167-1.jpg,"[[1004, 196, 1504, 241]]",[2],"['2805', '441']"
Porosity,912,h22-2.jpg,"[[1086, 145, 1122, 180], [1378, 167, 1413, 195]]","[1, 1]","['2792', '466']"
Porosity,804,h188-3.jpg,"[[481, 219, 508, 246]]",[1],"['2871', '489']"
Others,136,j141-1.jpg,"[[656, 295, 1016, 351]]",[0],"['2898', '524']"
Others,179,j157-3.jpg,"[[564, 173, 1142, 208], [2169, 118, 2253, 145]]","[2, 2]","['2882', '533']"
Others,239,j175-3.jpg,"[[319, 179, 456, 222]]",[0],"['1496', '385']"
Porosity,949,h234-2.jpg,"[[1956, 167, 1998, 200]]",[1],"['2686', '427']"
Porosity,642,h138-3.jpg,"[[689, 131, 724, 161]]",[1],"['2094', '434']"
Others,227,j172-1.jpg,"[[1329, 204, 2348, 281], [189, 131, 1311, 247]]","[2, 2]","['2920', '453']"
Porosity,1178,h84-3.jpg,"[[1338, 226, 1369, 257]]",[1],"['2949', '513']"
Porosity,596,h124-3.jpg,"[[1095, 197, 1121, 224]]",[1],"['2760', '427']"
Porosity,841,h200-2.jpg,"[[952, 230, 977, 253]]",[1],"['2752', '479']"
Porosity,895,h217-1.jpg,"[[2205, 281, 2226, 299], [2291, 288, 2316, 305]]","[1, 1]","['2925', '465']"
Porosity,920,h224-1.jpg,"[[738, 208, 935, 235], [536, 201, 616, 236]]","[2, 2]","['2343', '380']"
Porosity,1032,h39-3.jpg,"[[1308, 212, 1328, 230], [1997, 169, 2017, 193], [1941, 195, 1965, 217]]","[1, 1, 1]","['3638', '610']"
Others,194,j162-1.jpg,"[[1292, 330, 1603, 373]]",[2],"['4653', '715']"
Others,41,j11-2.jpg,"[[218, 152, 1057, 188]]",[2],"['2991', '408']"
Others,242,j176-3.jpg,"[[268, 91, 530, 136]]",[0],"['1662', '363']"
Porosity,1021,h36-1.jpg,"[[966, 166, 988, 186]]",[1],"['2847', '499']"
Others,460,j83-2.jpg,"[[1898, 112, 2128, 147]]",[2],"['2936', '435']"
Porosity,1162,h80-2.jpg,"[[112, 165, 245, 192], [339, 165, 428, 182], [621, 161, 787, 185], [1095, 161, 1418, 192], [1929, 198, 1966, 214]]","[2, 2, 2, 2, 2]","['2293', '484']"
Others,199,j163-2.jpg,"[[607, 337, 872, 399]]",[2],"['3542', '775']"
Slag,1318,s9-2.jpg,"[[2569, 91, 2650, 122], [2316, 98, 2347, 129], [903, 168, 1015, 200], [649, 184, 738, 211], [111, 186, 559, 221]]","[1, 1, 2, 2, 2]","['3018', '400']"
Porosity,930,h227-2.jpg,"[[935, 205, 959, 227]]",[1],"['2890', '548']"
Porosity,959,h237-3.jpg,"[[1040, 165, 1068, 192]]",[1],"['1750', '457']"
Others,296,j27-3.jpg,"[[2085, 146, 2168, 179]]",[2],"['2959', '363']"
Others,169,j154-2.jpg,"[[265, 147, 977, 193], [1686, 162, 1824, 193], [1444, 153, 1611, 185]]","[2, 2, 2]","['2454', '428']"
Others,297,j28-1.jpg,"[[842, 251, 1269, 360], [1288, 334, 1714, 406], [1732, 384, 2199, 464], [2227, 421, 2651, 492], [2677, 462, 3069, 540], [3096, 454, 3392, 501]]","[2, 2, 2, 2, 2, 2]","['4749', '633']"
Others,456,j82-2.jpg,"[[2081, 296, 2156, 337], [607, 160, 636, 206], [316, 211, 357, 271]]","[2, 2, 2]","['2933', '503']"
Porosity,1066,h50-2.jpg,"[[542, 213, 584, 253], [1583, 257, 1601, 277], [2647, 227, 2695, 245]]","[1, 1, 2]","['2916', '593']"
Others,493,j94-1.jpg,"[[2228, 232, 2458, 268]]",[2],"['2895', '430']"
Others,166,j153-2.jpg,"[[638, 220, 1384, 277], [1, 188, 22, 214]]","[2, 1]","['2979', '514']"
Porosity,534,h106-3.jpg,"[[816, 164, 840, 185]]",[1],"['2210', '481']"
Porosity,518,h-10-2.jpg,"[[1688, 235, 1720, 272]]",[1],"['2957', '475']"
Porosity,757,h173-3.jpg,"[[847, 174, 868, 197]]",[1],"['2120', '791']"
Porosity,759,h174-2.jpg,[],[],"['2893', '443']"
Porosity,1164,h-8-1.jpg,"[[2026, 205, 2163, 219], [815, 173, 833, 189], [1130, 205, 1146, 224], [668, 188, 686, 204]]","[2, 1, 1, 1]","['2779', '378']"
Others,257,j181-2.jpg,"[[977, 161, 994, 182], [1095, 137, 1106, 152]]","[1, 1]","['1463', '255']"
Porosity,1181,h85-3.jpg,"[[1259, 196, 1304, 228], [2325, 175, 2360, 206]]","[1, 2]","['2663', '504']"
Others,36,j110-3.jpg,"[[712, 153, 790, 185], [907, 156, 1077, 189]]","[2, 2]","['2634', '383']"
Slag,1289,s31-2.jpg,"[[1128, 176, 1546, 230], [1219, 258, 1364, 285], [1371, 260, 1398, 283], [423, 198, 734, 227]]","[2, 2, 1, 2]","['1687', '523']"
Porosity,602,h126-3.jpg,"[[540, 183, 654, 208]]",[2],"['1402', '451']"
Others,342,j44-1.jpg,"[[2006, 254, 2229, 281], [1719, 283, 1938, 307], [121, 274, 160, 297], [222, 279, 350, 302], [682, 282, 741, 319], [776, 297, 951, 319], [1039, 301, 1093, 321], [1128, 308, 1214, 325], [2342, 233, 2387, 256]]","[2, 2, 2, 2, 2, 2, 2, 2, 2]","['2995', '518']"
Others,273,j186-1.jpg,"[[712, 228, 846, 260]]",[2],"['1681', '444']"
Others,413,j65-3.jpg,"[[36, 229, 293, 261], [315, 223, 377, 244], [416, 203, 694, 232], [701, 200, 830, 231], [842, 203, 883, 223], [921, 194, 1033, 222], [1074, 192, 1258, 218], [1273, 181, 1366, 211], [1492, 180, 1594, 206], [1708, 178, 1772, 199], [2067, 168, 2136, 194], [1860, 169, 1965, 194], [2243, 161, 2311, 185], [2160, 166, 2214, 196], [2326, 161, 2445, 188], [2477, 149, 2568, 176], [2606, 143, 2765, 164], [2794, 136, 2903, 157]]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","['2927', '447']"
Porosity,545,h110-1.jpg,"[[2321, 262, 2355, 297], [211, 224, 1010, 261]]","[1, 2]","['2904', '486']"
Porosity,726,h164-2.jpg,"[[1562, 182, 1588, 206]]",[1],"['2903', '484']"
Slag,1262,s22-2.jpg,"[[842, 253, 913, 282]]",[2],"['2058', '734']"
Porosity,1050,h44-3.jpg,"[[460, 186, 484, 215]]",[1],"['2348', '426']"
Others,448,j76-2.jpg,"[[766, 177, 875, 200], [481, 174, 543, 204], [220, 322, 245, 342]]","[2, 2, 1]","['1420', '466']"
Others,491,j93-2.jpg,"[[548, 233, 667, 270], [733, 210, 1579, 261], [1617, 216, 1850, 251], [1880, 220, 2044, 267], [2406, 232, 2544, 294], [295, 236, 486, 262]]","[2, 2, 2, 2, 2, 2]","['2938', '551']"
Others,302,j29-3.jpg,"[[2341, 241, 2369, 275], [2196, 264, 2234, 288], [2274, 270, 2324, 290], [1648, 285, 1692, 306], [2417, 303, 3297, 360], [3315, 308, 3926, 381]]","[1, 1, 2, 1, 2, 2]","['4741', '706']"
Porosity,718,h162-1.jpg,"[[1178, 123, 1213, 149]]",[1],"['2713', '360']"
Porosity,693,h154-2.jpg,"[[1057, 216, 1082, 235]]",[1],"['1660', '430']"
Others,34,j110-1.jpg,"[[946, 191, 1090, 219], [702, 188, 783, 218]]","[2, 2]","['2634', '383']"
Others,64,j119-1.jpg,"[[1366, 183, 1388, 207], [1375, 218, 1403, 238], [1501, 197, 1802, 227]]","[1, 1, 2]","['2852', '485']"
Others,496,j95-1.jpg,"[[280, 157, 516, 204]]",[2],"['2934', '374']"
Porosity,1136,h72-1.jpg,"[[950, 206, 979, 229]]",[1],"['2991', '398']"
Porosity,1133,h71-2.jpg,"[[1830, 226, 1859, 255]]",[1],"['2648', '515']"
Slag,1272,s25-3.jpg,"[[196, 154, 301, 189]]",[2],"['2589', '410']"
Others,295,j27-2.jpg,"[[781, 154, 874, 176]]",[2],"['2959', '363']"
Others,68,j120-1.jpg,"[[1150, 217, 2267, 290]]",[2],"['2933', '501']"
Slag,1308,s6-1.jpg,"[[2793, 305, 2868, 326], [2560, 293, 2652, 326], [2200, 300, 2303, 336], [2460, 291, 2516, 323], [1733, 301, 1984, 355], [1330, 316, 1511, 351], [892, 300, 1084, 346], [196, 268, 318, 290], [2348, 301, 2390, 325], [2902, 295, 2943, 320]]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","['3072', '533']"
Porosity,1102,h-6-2.jpg,"[[3184, 325, 3215, 354]]",[1],"['4487', '660']"
Others,104,j130-3.jpg,"[[648, 173, 708, 192]]",[2],"['1413', '325']"
