image_name,x_min,y_min,x_max,y_max,class_name
./data/data_contrast_before/Image/Others/j2-1.jpg,2595,292,2621,323,Porosity
./data/data_contrast_before/Image/Others/j2-2.jpg,274,103,312,131,Porosity
./data/data_contrast_before/Image/Others/j2-2.jpg,585,141,675,182,Slag
./data/data_contrast_before/Image/Others/j23-1.jpg,603,178,703,224,Others
./data/data_contrast_before/Image/Others/j23-3.jpg,560,180,785,259,Others
./data/data_contrast_before/Image/Others/j24-2.jpg,2091,224,2219,251,Slag
./data/data_contrast_before/Image/Others/j24-2.jpg,2277,230,2406,284,Others
./data/data_contrast_before/Image/Others/j24-2.jpg,2508,286,2598,311,Slag
./data/data_contrast_before/Image/Others/j24-3.jpg,2262,266,2867,306,Others
./data/data_contrast_before/Image/Others/j24-3.jpg,2020,276,2133,299,Slag
./data/data_contrast_before/Image/Others/j24-3.jpg,507,215,677,286,Others
./data/data_contrast_before/Image/Others/j24-3.jpg,714,223,860,247,Slag
./data/data_contrast_before/Image/Others/j27-1.jpg,2109,191,2166,215,Slag
./data/data_contrast_before/Image/Others/j27-2.jpg,781,154,874,176,Slag
./data/data_contrast_before/Image/Others/j27-3.jpg,2085,146,2168,179,Slag
./data/data_contrast_before/Image/Others/j28-1.jpg,842,251,1269,360,Slag
./data/data_contrast_before/Image/Others/j28-1.jpg,1288,334,1714,406,Slag
./data/data_contrast_before/Image/Others/j28-1.jpg,1732,384,2199,464,Slag
./data/data_contrast_before/Image/Others/j28-1.jpg,2227,421,2651,492,Slag
./data/data_contrast_before/Image/Others/j28-1.jpg,2677,462,3069,540,Slag
./data/data_contrast_before/Image/Others/j28-1.jpg,3096,454,3392,501,Slag
./data/data_contrast_before/Image/Others/j28-3.jpg,793,274,1409,390,Slag
./data/data_contrast_before/Image/Others/j28-3.jpg,1404,214,1870,312,Slag
./data/data_contrast_before/Image/Others/j28-3.jpg,1895,174,2373,269,Slag
./data/data_contrast_before/Image/Others/j28-3.jpg,2386,142,2802,223,Slag
./data/data_contrast_before/Image/Others/j29-1.jpg,2387,327,3594,426,Slag
./data/data_contrast_before/Image/Others/j29-1.jpg,3592,333,3906,393,Slag
./data/data_contrast_before/Image/Others/j29-1.jpg,1652,400,1686,421,Porosity
./data/data_contrast_before/Image/Others/j29-1.jpg,2283,410,2324,439,Porosity
./data/data_contrast_before/Image/Others/j29-1.jpg,2336,435,2365,461,Porosity
./data/data_contrast_before/Image/Others/j29-2.jpg,2711,203,3861,254,Slag
./data/data_contrast_before/Image/Others/j29-2.jpg,1021,315,2125,351,Slag
./data/data_contrast_before/Image/Others/j29-2.jpg,2145,309,2514,351,Slag
./data/data_contrast_before/Image/Others/j29-2.jpg,2374,244,2406,268,Porosity
./data/data_contrast_before/Image/Others/j29-2.jpg,2420,270,2453,297,Porosity
./data/data_contrast_before/Image/Others/j29-2.jpg,3062,285,3091,313,Porosity
./data/data_contrast_before/Image/Others/j29-2.jpg,3334,300,3359,323,Porosity
./data/data_contrast_before/Image/Others/j29-3.jpg,2341,241,2369,275,Porosity
./data/data_contrast_before/Image/Others/j29-3.jpg,2196,264,2234,288,Porosity
./data/data_contrast_before/Image/Others/j29-3.jpg,2274,270,2324,290,Slag
./data/data_contrast_before/Image/Others/j29-3.jpg,1648,285,1692,306,Porosity
./data/data_contrast_before/Image/Others/j29-3.jpg,2417,303,3297,360,Slag
./data/data_contrast_before/Image/Others/j29-3.jpg,3315,308,3926,381,Slag
./data/data_contrast_before/Image/Others/j30-1.jpg,1523,167,1643,192,Slag
./data/data_contrast_before/Image/Others/j30-1.jpg,727,138,917,160,Slag
./data/data_contrast_before/Image/Others/j30-1.jpg,1008,175,1209,241,Others
./data/data_contrast_before/Image/Others/j30-1.jpg,525,102,964,127,Slag
./data/data_contrast_before/Image/Others/j30-1.jpg,1258,128,1511,159,Slag
./data/data_contrast_before/Image/Others/j30-1.jpg,969,116,1252,149,Slag
./data/data_contrast_before/Image/Others/j31-1.jpg,1984,174,2143,209,Slag
./data/data_contrast_before/Image/Others/j31-1.jpg,611,160,726,189,Slag
./data/data_contrast_before/Image/Others/j31-1.jpg,797,195,1325,241,Slag
./data/data_contrast_before/Image/Others/j31-2.jpg,766,184,922,202,Slag
./data/data_contrast_before/Image/Others/j31-2.jpg,2180,202,2269,221,Slag
./data/data_contrast_before/Image/Others/j31-3.jpg,1962,183,2131,201,Slag
./data/data_contrast_before/Image/Others/j31-3.jpg,639,201,716,223,Slag
./data/data_contrast_before/Image/Others/j31-3.jpg,776,210,1257,238,Slag
./data/data_contrast_before/Image/Others/j31-3.jpg,1742,213,2427,239,Slag
./data/data_contrast_before/Image/Others/j33-1.jpg,1392,262,1600,292,Slag
./data/data_contrast_before/Image/Others/j33-1.jpg,896,255,1122,283,Slag
./data/data_contrast_before/Image/Others/j33-2.jpg,1159,219,1385,247,Slag
./data/data_contrast_before/Image/Others/j33-3.jpg,1381,224,1603,250,Slag
./data/data_contrast_before/Image/Others/j34-1.jpg,2468,370,2560,400,Slag
./data/data_contrast_before/Image/Others/j34-1.jpg,1015,301,1273,338,Slag
./data/data_contrast_before/Image/Others/j34-2.jpg,431,162,545,196,Slag
./data/data_contrast_before/Image/Others/j34-2.jpg,1325,204,1981,254,Slag
./data/data_contrast_before/Image/Others/j34-3.jpg,2462,166,2544,195,Slag
./data/data_contrast_before/Image/Others/j34-3.jpg,1002,220,1274,252,Slag
./data/data_contrast_before/Image/Others/j35-1.jpg,485,319,1352,359,Slag
./data/data_contrast_before/Image/Others/j35-1.jpg,1727,288,2015,327,Slag
./data/data_contrast_before/Image/Others/j35-1.jpg,2463,300,2863,319,Slag
./data/data_contrast_before/Image/Others/j35-3.jpg,1742,179,2130,203,Slag
./data/data_contrast_before/Image/Others/j36-1.jpg,643,302,704,318,Slag
./data/data_contrast_before/Image/Others/j36-1.jpg,846,304,941,341,Others
./data/data_contrast_before/Image/Others/j36-2.jpg,1151,273,1472,326,Slag
./data/data_contrast_before/Image/Others/j36-3.jpg,647,295,697,311,Slag
./data/data_contrast_before/Image/Others/j36-3.jpg,843,265,1261,330,Slag
./data/data_contrast_before/Image/Others/j37-1.jpg,2181,266,2450,301,Slag
./data/data_contrast_before/Image/Others/j37-1.jpg,2544,255,2850,298,Slag
./data/data_contrast_before/Image/Others/j38-2.jpg,1764,174,1869,205,Slag
./data/data_contrast_before/Image/Others/j38-2.jpg,1707,179,1742,210,Slag
./data/data_contrast_before/Image/Others/j38-2.jpg,2133,192,2505,240,Slag
./data/data_contrast_before/Image/Others/j38-3.jpg,1035,180,1139,196,Slag
./data/data_contrast_before/Image/Others/j38-3.jpg,1170,174,1201,200,Slag
./data/data_contrast_before/Image/Others/j38-3.jpg,685,203,789,226,Slag
./data/data_contrast_before/Image/Others/j39-1.jpg,765,436,863,462,Slag
./data/data_contrast_before/Image/Others/j39-1.jpg,1545,402,1739,439,Slag
./data/data_contrast_before/Image/Others/j39-1.jpg,1775,405,1927,433,Slag
./data/data_contrast_before/Image/Others/j39-1.jpg,1951,399,2009,433,Slag
./data/data_contrast_before/Image/Others/j39-1.jpg,2310,383,2499,411,Slag
./data/data_contrast_before/Image/Others/j39-2.jpg,2983,289,3032,325,Slag
./data/data_contrast_before/Image/Others/j39-2.jpg,3066,290,3208,321,Slag
./data/data_contrast_before/Image/Others/j39-2.jpg,3260,294,3441,323,Slag
./data/data_contrast_before/Image/Others/j39-2.jpg,4147,260,4228,286,Slag
./data/data_contrast_before/Image/Others/j39-3.jpg,1532,283,1731,317,Slag
./data/data_contrast_before/Image/Others/j39-3.jpg,1765,285,1920,321,Slag
./data/data_contrast_before/Image/Others/j39-3.jpg,1955,290,2145,315,Slag
./data/data_contrast_before/Image/Others/j39-3.jpg,763,245,840,281,Others
./data/data_contrast_before/Image/Others/j40-1.jpg,696,343,920,404,Others
./data/data_contrast_before/Image/Others/j40-3.jpg,709,264,887,316,Others
./data/data_contrast_before/Image/Others/j41-1.jpg,833,314,1081,367,Slag
./data/data_contrast_before/Image/Others/j41-2.jpg,1099,207,1286,255,Slag
./data/data_contrast_before/Image/Others/j42-1.jpg,2715,279,2843,309,Slag
./data/data_contrast_before/Image/Others/j42-1.jpg,634,217,738,245,Slag
./data/data_contrast_before/Image/Others/j42-1.jpg,253,194,391,222,Slag
./data/data_contrast_before/Image/Others/j42-1.jpg,429,206,482,228,Slag
./data/data_contrast_before/Image/Others/j42-1.jpg,549,208,611,241,Slag
./data/data_contrast_before/Image/Others/j42-1.jpg,865,241,951,263,Slag
./data/data_contrast_before/Image/Others/j42-1.jpg,1377,268,1639,292,Slag
./data/data_contrast_before/Image/Others/j42-1.jpg,1297,268,1357,288,Slag
./data/data_contrast_before/Image/Others/j42-1.jpg,2114,289,2195,311,Slag
./data/data_contrast_before/Image/Others/j42-2.jpg,2870,257,2932,280,Slag
./data/data_contrast_before/Image/Others/j42-2.jpg,2797,248,2852,266,Slag
./data/data_contrast_before/Image/Others/j42-2.jpg,2549,236,2658,258,Slag
./data/data_contrast_before/Image/Others/j42-2.jpg,2455,235,2523,248,Slag
./data/data_contrast_before/Image/Others/j42-2.jpg,2202,214,2381,244,Slag
./data/data_contrast_before/Image/Others/j42-2.jpg,1306,160,1422,187,Slag
./data/data_contrast_before/Image/Others/j42-2.jpg,1476,162,1557,183,Slag
./data/data_contrast_before/Image/Others/j42-2.jpg,1574,166,1657,191,Slag
./data/data_contrast_before/Image/Others/j42-2.jpg,109,150,226,173,Slag
./data/data_contrast_before/Image/Others/j42-2.jpg,743,139,814,168,Slag
./data/data_contrast_before/Image/Others/j42-2.jpg,1986,189,2074,216,Slag
./data/data_contrast_before/Image/Others/j43-1.jpg,2739,242,2818,263,Slag
./data/data_contrast_before/Image/Others/j43-1.jpg,2844,243,2887,254,Slag
./data/data_contrast_before/Image/Others/j43-1.jpg,2491,232,2586,260,Slag
./data/data_contrast_before/Image/Others/j43-1.jpg,2404,234,2461,262,Slag
./data/data_contrast_before/Image/Others/j43-1.jpg,2284,247,2333,265,Slag
./data/data_contrast_before/Image/Others/j43-1.jpg,2126,246,2244,276,Slag
./data/data_contrast_before/Image/Others/j43-1.jpg,1668,250,1907,286,Slag
./data/data_contrast_before/Image/Others/j43-1.jpg,1335,262,1465,283,Slag
./data/data_contrast_before/Image/Others/j43-1.jpg,841,250,1023,276,Slag
./data/data_contrast_before/Image/Others/j43-1.jpg,151,208,218,227,Slag
./data/data_contrast_before/Image/Others/j43-2.jpg,2669,232,2805,257,Slag
./data/data_contrast_before/Image/Others/j43-2.jpg,1870,191,2130,224,Slag
./data/data_contrast_before/Image/Others/j43-2.jpg,1452,182,1598,211,Slag
./data/data_contrast_before/Image/Others/j43-2.jpg,1016,183,1267,223,Slag
./data/data_contrast_before/Image/Others/j43-2.jpg,664,188,811,223,Slag
./data/data_contrast_before/Image/Others/j43-2.jpg,107,204,186,226,Slag
./data/data_contrast_before/Image/Others/j43-2.jpg,334,201,439,226,Slag
./data/data_contrast_before/Image/Others/j43-2.jpg,465,197,526,227,Slag
./data/data_contrast_before/Image/Others/j43-2.jpg,576,198,634,216,Slag
./data/data_contrast_before/Image/Others/j43-3.jpg,2743,201,2819,226,Slag
./data/data_contrast_before/Image/Others/j43-3.jpg,2409,192,2603,235,Slag
./data/data_contrast_before/Image/Others/j43-3.jpg,2283,198,2341,221,Slag
./data/data_contrast_before/Image/Others/j43-3.jpg,2129,185,2245,223,Slag
./data/data_contrast_before/Image/Others/j43-3.jpg,1659,173,1904,218,Slag
./data/data_contrast_before/Image/Others/j43-3.jpg,1330,175,1446,207,Slag
./data/data_contrast_before/Image/Others/j43-3.jpg,822,180,1010,223,Slag
./data/data_contrast_before/Image/Others/j43-3.jpg,144,221,246,252,Slag
./data/data_contrast_before/Image/Others/j43-3.jpg,344,196,484,223,Slag
./data/data_contrast_before/Image/Others/j43-3.jpg,534,259,557,272,Porosity
./data/data_contrast_before/Image/Others/j43-3.jpg,2841,207,2890,223,Slag
./data/data_contrast_before/Image/Others/j44-1.jpg,2006,254,2229,281,Slag
./data/data_contrast_before/Image/Others/j44-1.jpg,1719,283,1938,307,Slag
./data/data_contrast_before/Image/Others/j44-1.jpg,121,274,160,297,Slag
./data/data_contrast_before/Image/Others/j44-1.jpg,222,279,350,302,Slag
./data/data_contrast_before/Image/Others/j44-1.jpg,682,282,741,319,Slag
./data/data_contrast_before/Image/Others/j44-1.jpg,776,297,951,319,Slag
./data/data_contrast_before/Image/Others/j44-1.jpg,1039,301,1093,321,Slag
./data/data_contrast_before/Image/Others/j44-1.jpg,1128,308,1214,325,Slag
./data/data_contrast_before/Image/Others/j44-1.jpg,2342,233,2387,256,Slag
./data/data_contrast_before/Image/Others/j44-2.jpg,604,259,676,288,Slag
./data/data_contrast_before/Image/Others/j44-2.jpg,766,236,999,270,Slag
./data/data_contrast_before/Image/Others/j44-2.jpg,1045,202,1290,245,Slag
./data/data_contrast_before/Image/Others/j44-2.jpg,1890,201,2220,225,Slag
./data/data_contrast_before/Image/Others/j44-2.jpg,2250,200,2295,228,Slag
./data/data_contrast_before/Image/Others/j44-2.jpg,2393,209,2538,231,Slag
./data/data_contrast_before/Image/Others/j44-2.jpg,2853,224,2875,243,Porosity
./data/data_contrast_before/Image/Others/j44-3.jpg,228,210,371,242,Slag
./data/data_contrast_before/Image/Others/j44-3.jpg,645,185,1000,223,Slag
./data/data_contrast_before/Image/Others/j44-3.jpg,1031,190,1212,211,Slag
./data/data_contrast_before/Image/Others/j44-3.jpg,1306,196,1362,213,Slag
./data/data_contrast_before/Image/Others/j44-3.jpg,1713,202,1936,239,Slag
./data/data_contrast_before/Image/Others/j44-3.jpg,1984,235,2214,265,Slag
./data/data_contrast_before/Image/Others/j44-3.jpg,2336,265,2381,288,Slag
./data/data_contrast_before/Image/Others/j45-1.jpg,588,254,636,273,Slag
./data/data_contrast_before/Image/Others/j45-1.jpg,10,226,100,251,Slag
./data/data_contrast_before/Image/Others/j45-1.jpg,1128,280,1445,321,Slag
./data/data_contrast_before/Image/Others/j45-1.jpg,1759,279,1972,312,Slag
./data/data_contrast_before/Image/Others/j45-1.jpg,2128,282,2305,311,Slag
./data/data_contrast_before/Image/Others/j45-1.jpg,2325,280,2442,316,Slag
./data/data_contrast_before/Image/Others/j45-1.jpg,2625,266,2727,296,Slag
./data/data_contrast_before/Image/Others/j45-2.jpg,2628,244,2894,281,Slag
./data/data_contrast_before/Image/Others/j45-2.jpg,2247,203,2304,220,Slag
./data/data_contrast_before/Image/Others/j45-2.jpg,159,184,328,207,Slag
./data/data_contrast_before/Image/Others/j45-2.jpg,453,173,570,193,Slag
./data/data_contrast_before/Image/Others/j45-2.jpg,596,170,651,180,Slag
./data/data_contrast_before/Image/Others/j45-2.jpg,958,169,1038,190,Slag
./data/data_contrast_before/Image/Others/j45-2.jpg,1451,162,1605,189,Slag
./data/data_contrast_before/Image/Others/j45-2.jpg,1634,169,1768,193,Slag
./data/data_contrast_before/Image/Others/j45-3.jpg,2603,184,2724,209,Slag
./data/data_contrast_before/Image/Others/j45-3.jpg,2317,167,2446,191,Slag
./data/data_contrast_before/Image/Others/j45-3.jpg,2111,162,2297,193,Slag
./data/data_contrast_before/Image/Others/j45-3.jpg,1756,157,1938,188,Slag
./data/data_contrast_before/Image/Others/j45-3.jpg,1295,162,1458,184,Slag
./data/data_contrast_before/Image/Others/j45-3.jpg,1138,166,1276,188,Slag
./data/data_contrast_before/Image/Others/j45-3.jpg,573,201,650,218,Slag
./data/data_contrast_before/Image/Others/j45-3.jpg,20,225,85,252,Slag
./data/data_contrast_before/Image/Others/j45-3.jpg,161,216,183,234,Porosity
./data/data_contrast_before/Image/Others/j45-3.jpg,50,175,68,189,Porosity
./data/data_contrast_before/Image/Others/j46-1.jpg,70,161,311,189,Slag
./data/data_contrast_before/Image/Others/j46-1.jpg,396,182,557,208,Slag
./data/data_contrast_before/Image/Others/j46-1.jpg,679,190,752,217,Slag
./data/data_contrast_before/Image/Others/j46-1.jpg,794,201,906,226,Slag
./data/data_contrast_before/Image/Others/j46-1.jpg,1828,241,1904,267,Slag
./data/data_contrast_before/Image/Others/j46-1.jpg,2396,233,2485,262,Slag
./data/data_contrast_before/Image/Others/j46-1.jpg,2608,234,2686,259,Slag
./data/data_contrast_before/Image/Others/j46-1.jpg,1554,244,1622,261,Slag
./data/data_contrast_before/Image/Others/j46-1.jpg,1411,243,1542,258,Slag
./data/data_contrast_before/Image/Others/j46-1.jpg,841,236,1346,286,Slag
./data/data_contrast_before/Image/Others/j46-2.jpg,2018,153,2131,191,Slag
./data/data_contrast_before/Image/Others/j46-2.jpg,2175,165,2278,202,Slag
./data/data_contrast_before/Image/Others/j46-2.jpg,2381,173,2531,201,Slag
./data/data_contrast_before/Image/Others/j46-2.jpg,2627,193,2865,236,Slag
./data/data_contrast_before/Image/Others/j46-2.jpg,1037,112,1113,137,Slag
./data/data_contrast_before/Image/Others/j46-2.jpg,252,121,332,151,Slag
./data/data_contrast_before/Image/Others/j46-2.jpg,442,118,547,143,Slag
./data/data_contrast_before/Image/Others/j46-2.jpg,5,146,1647,185,Slag
./data/data_contrast_before/Image/Others/j46-3.jpg,2595,124,2683,152,Slag
./data/data_contrast_before/Image/Others/j46-3.jpg,2410,125,2485,147,Slag
./data/data_contrast_before/Image/Others/j46-3.jpg,1828,119,1901,143,Slag
./data/data_contrast_before/Image/Others/j46-3.jpg,1554,126,1630,143,Slag
./data/data_contrast_before/Image/Others/j46-3.jpg,788,157,924,186,Slag
./data/data_contrast_before/Image/Others/j46-3.jpg,683,174,763,195,Slag
./data/data_contrast_before/Image/Others/j46-3.jpg,392,182,578,200,Slag
./data/data_contrast_before/Image/Others/j46-3.jpg,88,195,310,233,Slag
./data/data_contrast_before/Image/Others/j46-3.jpg,1907,145,2215,183,Slag
./data/data_contrast_before/Image/Others/j46-3.jpg,2258,148,2925,190,Slag
./data/data_contrast_before/Image/Others/j47-1.jpg,157,181,329,222,Slag
./data/data_contrast_before/Image/Others/j47-1.jpg,510,217,593,241,Slag
./data/data_contrast_before/Image/Others/j47-1.jpg,606,230,675,252,Slag
./data/data_contrast_before/Image/Others/j47-1.jpg,697,236,842,269,Slag
./data/data_contrast_before/Image/Others/j47-1.jpg,969,255,1128,279,Slag
./data/data_contrast_before/Image/Others/j47-1.jpg,1656,273,1744,300,Slag
./data/data_contrast_before/Image/Others/j47-1.jpg,1777,266,1865,290,Slag
./data/data_contrast_before/Image/Others/j47-1.jpg,1888,269,2016,299,Slag
./data/data_contrast_before/Image/Others/j47-1.jpg,2051,277,2157,298,Slag
./data/data_contrast_before/Image/Others/j47-1.jpg,2229,274,2373,299,Slag
./data/data_contrast_before/Image/Others/j47-1.jpg,2491,265,2578,295,Slag
./data/data_contrast_before/Image/Others/j47-1.jpg,2617,265,2760,296,Slag
./data/data_contrast_before/Image/Others/j47-1.jpg,2834,297,2896,316,Others
./data/data_contrast_before/Image/Others/j47-2.jpg,249,162,333,189,Slag
./data/data_contrast_before/Image/Others/j47-2.jpg,378,163,441,188,Slag
./data/data_contrast_before/Image/Others/j47-2.jpg,561,153,713,187,Slag
./data/data_contrast_before/Image/Others/j47-2.jpg,783,167,893,194,Slag
./data/data_contrast_before/Image/Others/j47-2.jpg,913,160,1041,186,Slag
./data/data_contrast_before/Image/Others/j47-2.jpg,1153,154,1261,188,Slag
./data/data_contrast_before/Image/Others/j47-2.jpg,1807,176,1973,205,Slag
./data/data_contrast_before/Image/Others/j47-2.jpg,2101,190,2240,219,Slag
./data/data_contrast_before/Image/Others/j47-2.jpg,2342,208,2434,240,Slag
./data/data_contrast_before/Image/Others/j47-2.jpg,2636,235,2795,279,Slag
./data/data_contrast_before/Image/Others/j47-3.jpg,152,242,329,280,Slag
./data/data_contrast_before/Image/Others/j47-3.jpg,502,211,602,235,Slag
./data/data_contrast_before/Image/Others/j47-3.jpg,703,192,842,220,Slag
./data/data_contrast_before/Image/Others/j47-3.jpg,1000,175,1128,206,Slag
./data/data_contrast_before/Image/Others/j47-3.jpg,1687,151,1775,183,Slag
./data/data_contrast_before/Image/Others/j47-3.jpg,1898,154,2021,183,Slag
./data/data_contrast_before/Image/Others/j47-3.jpg,2054,165,2168,184,Slag
./data/data_contrast_before/Image/Others/j47-3.jpg,2227,153,2392,186,Slag
./data/data_contrast_before/Image/Others/j47-3.jpg,2499,166,2576,183,Slag
./data/data_contrast_before/Image/Others/j47-3.jpg,2628,161,2761,189,Slag
./data/data_contrast_before/Image/Others/j48-1.jpg,344,198,464,224,Slag
./data/data_contrast_before/Image/Others/j48-1.jpg,203,197,327,220,Slag
./data/data_contrast_before/Image/Others/j48-1.jpg,490,203,620,219,Slag
./data/data_contrast_before/Image/Others/j48-1.jpg,751,200,865,222,Slag
./data/data_contrast_before/Image/Others/j48-1.jpg,906,202,1203,226,Slag
./data/data_contrast_before/Image/Others/j48-1.jpg,1346,213,1419,233,Slag
./data/data_contrast_before/Image/Others/j48-1.jpg,1839,230,1934,258,Slag
./data/data_contrast_before/Image/Others/j48-1.jpg,2159,245,2257,268,Slag
./data/data_contrast_before/Image/Others/j48-1.jpg,1969,236,2069,266,Slag
./data/data_contrast_before/Image/Others/j48-2.jpg,687,200,941,228,Slag
./data/data_contrast_before/Image/Others/j48-2.jpg,608,204,670,218,Slag
./data/data_contrast_before/Image/Others/j48-2.jpg,461,202,487,225,Slag
./data/data_contrast_before/Image/Others/j48-2.jpg,1838,239,2154,267,Slag
./data/data_contrast_before/Image/Others/j48-2.jpg,1483,222,1587,247,Slag
./data/data_contrast_before/Image/Others/j48-2.jpg,1721,235,1830,258,Slag
./data/data_contrast_before/Image/Others/j48-2.jpg,2190,245,2289,261,Slag
./data/data_contrast_before/Image/Others/j48-2.jpg,2329,237,2444,261,Slag
./data/data_contrast_before/Image/Others/j48-2.jpg,2469,247,2590,266,Slag
./data/data_contrast_before/Image/Others/j48-3.jpg,220,243,317,266,Slag
./data/data_contrast_before/Image/Others/j48-3.jpg,356,241,465,269,Slag
./data/data_contrast_before/Image/Others/j48-3.jpg,493,239,605,258,Slag
./data/data_contrast_before/Image/Others/j48-3.jpg,639,246,742,269,Slag
./data/data_contrast_before/Image/Others/j48-3.jpg,801,237,1030,265,Slag
./data/data_contrast_before/Image/Others/j48-3.jpg,1038,239,1080,255,Slag
./data/data_contrast_before/Image/Others/j48-3.jpg,1094,234,1355,255,Slag
./data/data_contrast_before/Image/Others/j48-3.jpg,1352,228,1506,250,Slag
./data/data_contrast_before/Image/Others/j48-3.jpg,1963,202,2252,225,Slag
./data/data_contrast_before/Image/Others/j48-3.jpg,2368,207,2396,224,Slag
./data/data_contrast_before/Image/Others/j48-3.jpg,2447,203,2478,226,Slag
./data/data_contrast_before/Image/Others/j49-1.jpg,119,237,197,268,Slag
./data/data_contrast_before/Image/Others/j49-1.jpg,287,249,385,277,Slag
./data/data_contrast_before/Image/Others/j49-1.jpg,406,251,644,281,Slag
./data/data_contrast_before/Image/Others/j49-1.jpg,750,263,785,291,Slag
./data/data_contrast_before/Image/Others/j49-1.jpg,1324,307,1438,325,Slag
./data/data_contrast_before/Image/Others/j49-1.jpg,1451,272,1580,290,Slag
./data/data_contrast_before/Image/Others/j49-1.jpg,1641,269,1762,294,Slag
./data/data_contrast_before/Image/Others/j49-1.jpg,2005,272,2082,285,Slag
./data/data_contrast_before/Image/Others/j49-1.jpg,2289,269,2376,286,Slag
./data/data_contrast_before/Image/Others/j49-1.jpg,2171,275,2249,291,Slag
./data/data_contrast_before/Image/Others/j49-1.jpg,2438,254,2829,288,Slag
./data/data_contrast_before/Image/Others/j49-2.jpg,73,195,226,225,Slag
./data/data_contrast_before/Image/Others/j49-2.jpg,245,191,457,216,Slag
./data/data_contrast_before/Image/Others/j49-2.jpg,659,195,773,216,Slag
./data/data_contrast_before/Image/Others/j49-2.jpg,840,197,936,216,Slag
./data/data_contrast_before/Image/Others/j49-2.jpg,2120,200,2171,222,Slag
./data/data_contrast_before/Image/Others/j49-2.jpg,2247,199,2497,235,Slag
./data/data_contrast_before/Image/Others/j49-3.jpg,2674,197,2831,222,Slag
./data/data_contrast_before/Image/Others/j49-3.jpg,2453,196,2669,220,Slag
./data/data_contrast_before/Image/Others/j49-3.jpg,1997,190,2058,214,Slag
./data/data_contrast_before/Image/Others/j49-3.jpg,2163,191,2244,213,Slag
./data/data_contrast_before/Image/Others/j49-3.jpg,2287,199,2347,211,Slag
./data/data_contrast_before/Image/Others/j49-3.jpg,744,192,804,218,Slag
./data/data_contrast_before/Image/Others/j49-3.jpg,408,203,642,224,Slag
./data/data_contrast_before/Image/Others/j50-3.jpg,136,260,266,287,Slag
./data/data_contrast_before/Image/Others/j50-3.jpg,292,247,397,272,Slag
./data/data_contrast_before/Image/Others/j50-3.jpg,1053,246,1077,266,Porosity
./data/data_contrast_before/Image/Others/j50-3.jpg,1017,120,1036,144,Porosity
./data/data_contrast_before/Image/Others/j50-3.jpg,1691,164,1770,181,Slag
./data/data_contrast_before/Image/Others/j50-3.jpg,2588,158,2657,182,Slag
./data/data_contrast_before/Image/Others/j50-3.jpg,2225,150,2486,175,Slag
./data/data_contrast_before/Image/Others/j5-1.jpg,647,238,1197,303,Slag
./data/data_contrast_before/Image/Others/j5-1.jpg,1473,267,1711,324,Slag
./data/data_contrast_before/Image/Others/j51-1.jpg,178,215,270,237,Slag
./data/data_contrast_before/Image/Others/j51-1.jpg,501,214,596,245,Slag
./data/data_contrast_before/Image/Others/j51-1.jpg,1711,213,1962,236,Slag
./data/data_contrast_before/Image/Others/j51-1.jpg,1216,207,1484,241,Slag
./data/data_contrast_before/Image/Others/j51-1.jpg,684,196,724,247,Slag
./data/data_contrast_before/Image/Others/j51-2.jpg,236,228,345,252,Slag
./data/data_contrast_before/Image/Others/j51-2.jpg,887,208,1154,243,Slag
./data/data_contrast_before/Image/Others/j51-2.jpg,1307,210,1531,238,Slag
./data/data_contrast_before/Image/Others/j51-2.jpg,2292,210,2390,236,Slag
./data/data_contrast_before/Image/Others/j51-2.jpg,2628,212,2718,243,Slag
./data/data_contrast_before/Image/Others/j51-3.jpg,178,211,284,245,Slag
./data/data_contrast_before/Image/Others/j51-3.jpg,518,211,603,238,Slag
./data/data_contrast_before/Image/Others/j51-3.jpg,1736,210,1994,244,Slag
./data/data_contrast_before/Image/Others/j5-2.jpg,2207,254,2772,312,Slag
./data/data_contrast_before/Image/Others/j5-2.jpg,1701,223,1957,274,Slag
./data/data_contrast_before/Image/Others/j52-1.jpg,2432,234,2810,265,Slag
./data/data_contrast_before/Image/Others/j52-1.jpg,2100,241,2186,267,Slag
./data/data_contrast_before/Image/Others/j52-1.jpg,966,228,1069,249,Slag
./data/data_contrast_before/Image/Others/j52-1.jpg,771,221,940,241,Slag
./data/data_contrast_before/Image/Others/j52-2.jpg,215,168,263,203,Slag
./data/data_contrast_before/Image/Others/j52-2.jpg,281,183,441,207,Slag
./data/data_contrast_before/Image/Others/j52-2.jpg,441,172,493,195,Slag
./data/data_contrast_before/Image/Others/j52-2.jpg,744,172,810,202,Slag
./data/data_contrast_before/Image/Others/j52-2.jpg,1461,181,1530,198,Slag
./data/data_contrast_before/Image/Others/j52-2.jpg,1601,186,1660,209,Slag
./data/data_contrast_before/Image/Others/j52-2.jpg,1890,190,1962,210,Slag
./data/data_contrast_before/Image/Others/j52-2.jpg,2017,192,2142,220,Slag
./data/data_contrast_before/Image/Others/j52-3.jpg,680,167,875,187,Slag
./data/data_contrast_before/Image/Others/j52-3.jpg,741,219,911,247,Slag
./data/data_contrast_before/Image/Others/j52-3.jpg,996,186,1027,213,Porosity
./data/data_contrast_before/Image/Others/j52-3.jpg,1395,188,1473,205,Slag
./data/data_contrast_before/Image/Others/j52-3.jpg,2091,175,2181,200,Slag
